excel_file,sheet_name,Номер выдела,Состав,Элемент леса,Высота,Диаметр,Разряд
435-439_with_tiers.xlsx,кв435,7,8Л2Е+Б,Е,12.0,12.0,3.0
435-439_with_tiers.xlsx,кв435,8,7С2Л1Б+Е,С,14.0,16.0,7.0
435-439_with_tiers.xlsx,кв435,9,8Б2Л,Б,2.0,2.0,9.0
435-439_with_tiers.xlsx,кв435,10,7С3Л+Е+Б,С,19.0,22.0,5.0
435-439_with_tiers.xlsx,кв435,10,7С3Л+Е+Б,Л,20.0,22.0,5.0
435-439_with_tiers.xlsx,кв435,11,7Б3Л,Б,2.0,2.0,9.0
435-439_with_tiers.xlsx,кв435,12,7Б3Л,Б,2.0,2.0,9.0
435-439_with_tiers.xlsx,кв435,14,7Л3Б,Л,2.0,2.0,10.0
435-439_with_tiers.xlsx,кв435,15,7Б3Л,Б,2.0,2.0,9.0
435-439_with_tiers.xlsx,кв435,16,7Л1Е2Б,Л,11.0,12.0,9.0
435-439_with_tiers.xlsx,кв435,17,6Л4С,Л,18.0,20.0,6.0
435-439_with_tiers.xlsx,кв435,17,6Л4С,С,17.0,22.0,7.0
435-439_with_tiers.xlsx,кв435,18,10Л,Л,18.0,20.0,6.0
435-439_with_tiers.xlsx,кв435,19,8Б2Л,Б,2.0,2.0,9.0
435-439_with_tiers.xlsx,кв435,20,7Б3Л,Б,11.0,12.0,8.0
435-439_with_tiers.xlsx,кв435,21,8Б2Л,Б,2.0,2.0,9.0
435-439_with_tiers.xlsx,кв435,22,8Л2К+Е,Л,20.0,24.0,6.0
435-439_with_tiers.xlsx,кв435,22,8Л2К+Е,К,19.0,20.0,4.0
435-439_with_tiers.xlsx,кв435,23,7С3Л ,С,18.0,22.0,6.0
435-439_with_tiers.xlsx,кв435,23,7С3Л ,Л,18.0,20.0,6.0
435-439_with_tiers.xlsx,кв435,24,7Л3Е+Б,Л,14.0,16.0,8.0
435-439_with_tiers.xlsx,кв435,24,7Л3Е+Б,Е,12.0,12.0,3.0
435-439_with_tiers.xlsx,кв435,25,8Б2Л,Б,2.0,2.0,9.0
435-439_with_tiers.xlsx,кв435,26,8Б2Л,Б,2.0,2.0,9.0
435-439_with_tiers.xlsx,кв435,28,7С3Л,С,12.0,12.0,7.0
435-439_with_tiers.xlsx,кв435,29,5С5Л,С,12.0,12.0,7.0
435-439_with_tiers.xlsx,кв435,30,6Л4С,Л,15.0,16.0,7.0
435-439_with_tiers.xlsx,кв435,30,6Л4С,С,14.0,18.0,8.0
435-439_with_tiers.xlsx,кв436,1,7С3Л,С,19.0,22.0,5.0
435-439_with_tiers.xlsx,кв436,1,7С3Л,Л,19.0,20.0,6.0
435-439_with_tiers.xlsx,кв436,2,4Е2К2Л2Б,Е,17.0,20.0,4.0
435-439_with_tiers.xlsx,кв436,2,4Е2К2Л2Б,К,16.0,18.0,5.0
435-439_with_tiers.xlsx,кв436,2,4Е2К2Л2Б,Л,18.0,20.0,6.0
435-439_with_tiers.xlsx,кв436,2,4Е2К2Л2Б,Б,17.0,18.0,5.0
435-439_with_tiers.xlsx,кв436,3,7Л2Е1Б,Л,18.0,20.0,6.0
435-439_with_tiers.xlsx,кв436,3,7Л2Е1Б,Е,16.0,18.0,4.0
435-439_with_tiers.xlsx,кв436,3,7Л2Е1Б,Б,17.0,18.0,5.0
435-439_with_tiers.xlsx,кв436,4,4К4Л2Б,К,18.0,20.0,5.0
435-439_with_tiers.xlsx,кв436,4,4К4Л2Б,Л,20.0,26.0,6.0
435-439_with_tiers.xlsx,кв436,4,4К4Л2Б,Е,17.0,18.0,3.0
435-439_with_tiers.xlsx,кв436,5,4Л3С2Е1Б,Л,18.0,20.0,6.0
435-439_with_tiers.xlsx,кв436,5,4Л3С2Е1Б,С,18.0,24.0,6.0
435-439_with_tiers.xlsx,кв436,5,4Л3С2Е1Б,Е,16.0,16.0,3.0
435-439_with_tiers.xlsx,кв436,5,4Л3С2Е1Б,Б,17.0,18.0,5.0
435-439_with_tiers.xlsx,кв436,6,6С3Л1Б+Е,С,17.0,20.0,6.0
435-439_with_tiers.xlsx,кв436,6,6С3Л1Б+Е,Л,18.0,20.0,6.0
435-439_with_tiers.xlsx,кв436,6,6С3Л1Б+Е,Б,17.0,18.0,5.0
435-439_with_tiers.xlsx,кв436,7,7Л1С2Е+Б,Л,18.0,20.0,6.0
435-439_with_tiers.xlsx,кв436,7,7Л1С2Е+Б,С,18.0,24.0,6.0
435-439_with_tiers.xlsx,кв436,7,7Л1С2Е+Б,Е,16.0,16.0,3.0
435-439_with_tiers.xlsx,кв436,8,7С3Л+Б,С,18.0,22.0,6.0
435-439_with_tiers.xlsx,кв436,8,7С3Л+Б,Л,19.0,24.0,6.0
435-439_with_tiers.xlsx,кв436,9,6Л2С2Е+Б,Л,19.0,20.0,6.0
435-439_with_tiers.xlsx,кв436,9,6Л2С2Е+Б,С,18.0,22.0,6.0
435-439_with_tiers.xlsx,кв436,9,6Л2С2Е+Б,Е,17.0,18.0,3.0
435-439_with_tiers.xlsx,кв436,10,4С4Л1Е1Б,С,14.0,16.0,7.0
435-439_with_tiers.xlsx,кв436,11,7Л1Е2Б,Л,14.0,16.0,8.0
435-439_with_tiers.xlsx,кв436,12,7С3Л+Е+Б,С,19.0,22.0,5.0
435-439_with_tiers.xlsx,кв436,12,7С3Л+Е+Б,Л,20.0,22.0,5.0
435-439_with_tiers.xlsx,кв436,13,8Б2Л,Б,2.0,2.0,9.0
435-439_with_tiers.xlsx,кв436,14,7С3Л+Е+Б,С,19.0,22.0,5.0
435-439_with_tiers.xlsx,кв436,14,7С3Л+Е+Б,Л,20.0,22.0,5.0
435-439_with_tiers.xlsx,кв436,15,7Л1Е2Б,Л,14.0,16.0,8.0
435-439_with_tiers.xlsx,кв436,16,10Л,Л,18.0,20.0,6.0
435-439_with_tiers.xlsx,кв436,17,8Л1Е1Б,Л,17.0,20.0,7.0
435-439_with_tiers.xlsx,кв436,17,8Л1Е1Б,Е,14.0,14.0,3.0
435-439_with_tiers.xlsx,кв436,17,8Л1Е1Б,Б,16.0,18.0,6.0
435-439_with_tiers.xlsx,кв436,18,5С4Л1Б+Е,С,19.0,22.0,5.0
435-439_with_tiers.xlsx,кв436,18,5С4Л1Б+Е,Л,19.0,20.0,6.0
435-439_with_tiers.xlsx,кв436,18,5С4Л1Б+Е,Б,20.0,20.0,4.0
435-439_with_tiers.xlsx,кв436,19,6С4Л,С,15.0,20.0,8.0
435-439_with_tiers.xlsx,кв436,19,6С4Л,Л,16.0,18.0,7.0
435-439_with_tiers.xlsx,кв436,20,8С2Л,С,19.0,22.0,5.0
435-439_with_tiers.xlsx,кв436,20,8С2Л,Л,19.0,20.0,6.0
435-439_with_tiers.xlsx,кв436,21,7Л1Е2Б,Л,11.0,12.0,9.0
435-439_with_tiers.xlsx,кв436,22,7С3Л,С,18.0,22.0,6.0
435-439_with_tiers.xlsx,кв436,22,7С3Л,Л,18.0,20.0,6.0
435-439_with_tiers.xlsx,кв436,23,6Л4С+Е,Л,18.0,20.0,6.0
435-439_with_tiers.xlsx,кв436,23,6Л4С+Е,С,18.0,24.0,6.0
435-439_with_tiers.xlsx,кв436,24,5Е3Л1К1Б,Е,17.0,20.0,4.0
435-439_with_tiers.xlsx,кв436,24,5Е3Л1К1Б,Л,20.0,24.0,6.0
435-439_with_tiers.xlsx,кв436,24,5Е3Л1К1Б,К,16.0,16.0,5.0
435-439_with_tiers.xlsx,кв436,24,5Е3Л1К1Б,Б,17.0,18.0,5.0
435-439_with_tiers.xlsx,кв436,25,8Б2Л,Б,2.0,2.0,9.0
435-439_with_tiers.xlsx,кв436,26,7Б3Л,Б,2.0,2.0,9.0
435-439_with_tiers.xlsx,кв436,27,6Л4С+К,Л,18.0,20.0,6.0
435-439_with_tiers.xlsx,кв436,27,6Л4С+К,С,17.0,22.0,7.0
435-439_with_tiers.xlsx,кв436,28,6Л3Е1Б,Л,18.0,20.0,6.0
435-439_with_tiers.xlsx,кв436,28,6Л3Е1Б,Е,12.0,12.0,3.0
435-439_with_tiers.xlsx,кв436,28,6Л3Е1Б,Б,13.0,14.0,7.0
435-439_with_tiers.xlsx,кв436,29,8Б1Л1Е,Б,13.0,14.0,7.0
435-439_with_tiers.xlsx,кв436,31,7Б3Л,Б,2.0,2.0,9.0
435-439_with_tiers.xlsx,кв436,32,7С3Л,С,18.0,22.0,6.0
435-439_with_tiers.xlsx,кв436,32,7С3Л,Л,19.0,20.0,6.0
435-439_with_tiers.xlsx,кв436,33,8С2Л,С,15.0,16.0,7.0
435-439_with_tiers.xlsx,кв436,34,7Л2Е1Б,Л,17.0,20.0,7.0
435-439_with_tiers.xlsx,кв436,34,7Л2Е1Б,Е,14.0,14.0,3.0
435-439_with_tiers.xlsx,кв436,34,7Л2Е1Б,Б,13.0,14.0,7.0
435-439_with_tiers.xlsx,кв436,35,8Б2Л,Б,2.0,2.0,9.0
435-439_with_tiers.xlsx,кв436,36,8Б2Л,Б,2.0,2.0,9.0
435-439_with_tiers.xlsx,кв436,37,8Б2Л,Б,2.0,2.0,9.0
435-439_with_tiers.xlsx,кв436,38,7Л2Е1Б,Л,18.0,20.0,6.0
435-439_with_tiers.xlsx,кв436,38,7Л2Е1Б,Е,14.0,16.0,4.0
435-439_with_tiers.xlsx,кв436,38,7Л2Е1Б,Б,15.0,18.0,6.0
435-439_with_tiers.xlsx,кв436,39,6Л4С,Л,16.0,20.0,7.0
435-439_with_tiers.xlsx,кв436,39,6Л4С,С,16.0,22.0,7.0
435-439_with_tiers.xlsx,кв436,40,5С5Л,С,16.0,20.0,7.0
435-439_with_tiers.xlsx,кв436,40,5С5Л,Л,16.0,18.0,7.0
435-439_with_tiers.xlsx,кв436,41,8Б2Л,Б,2.0,2.0,9.0
435-439_with_tiers.xlsx,кв436,42,4Е2К3Л1Б,Е,16.0,20.0,5.0
435-439_with_tiers.xlsx,кв436,42,4Е2К3Л1Б,К,15.0,16.0,5.0
435-439_with_tiers.xlsx,кв436,42,4Е2К3Л1Б,Л,17.0,20.0,7.0
435-439_with_tiers.xlsx,кв436,42,4Е2К3Л1Б,Б,14.0,14.0,6.0
435-439_with_tiers.xlsx,кв436,44,6Л2К2С+Б,Л,18.0,20.0,6.0
435-439_with_tiers.xlsx,кв436,44,6Л2К2С+Б,К,16.0,18.0,5.0
435-439_with_tiers.xlsx,кв436,44,6Л2К2С+Б,С,18.0,24.0,6.0
435-439_with_tiers.xlsx,кв436,45,7Л1Е2Б,Л,12.0,12.0,8.0
435-439_with_tiers.xlsx,кв436,46,4Л3С1Е2Б,Л,17.0,18.0,6.0
435-439_with_tiers.xlsx,кв436,46,4Л3С1Е2Б,С,17.0,20.0,6.0
435-439_with_tiers.xlsx,кв436,46,4Л3С1Е2Б,Е,14.0,16.0,4.0
435-439_with_tiers.xlsx,кв436,46,4Л3С1Е2Б,Б,14.0,16.0,7.0
435-439_with_tiers.xlsx,кв436,47,8С2Л+К,С,19.0,22.0,5.0
435-439_with_tiers.xlsx,кв436,47,8С2Л+К,Л,19.0,20.0,6.0
435-439_with_tiers.xlsx,кв437,1,4К4Л2,К,18.0,20.0,5.0
435-439_with_tiers.xlsx,кв437,1,4К4Л2,Л,20.0,26.0,6.0
435-439_with_tiers.xlsx,кв437,1,4К4Л3,Е,17.0,18.0,3.0
435-439_with_tiers.xlsx,кв437,2,6Л3С1К+Б,Л,18.0,22.0,7.0
435-439_with_tiers.xlsx,кв437,2,6Л3С1К+Б,С,18.0,24.0,6.0
435-439_with_tiers.xlsx,кв437,2,6Л3С1К+Б,К,16.0,18.0,5.0
435-439_with_tiers.xlsx,кв437,3,8Л2Е,Л,17.0,20.0,7.0
435-439_with_tiers.xlsx,кв437,3,8Л2Е,Е,14.0,14.0,3.0
435-439_with_tiers.xlsx,кв437,4,7Л3С+Е,Л,20.0,24.0,6.0
435-439_with_tiers.xlsx,кв437,4,7Л3С+Е,С,19.0,26.0,6.0
435-439_with_tiers.xlsx,кв437,5,8Л1Е1Б,Л,14.0,16.0,8.0
435-439_with_tiers.xlsx,кв437,6,6Л4С,Л,18.0,20.0,6.0
435-439_with_tiers.xlsx,кв437,6,6Л4С,С,17.0,22.0,7.0
435-439_with_tiers.xlsx,кв437,7,8Б2Л,Б,2.0,2.0,9.0
435-439_with_tiers.xlsx,кв437,8,7Л1Е2Б,Л,18.0,20.0,6.0
435-439_with_tiers.xlsx,кв437,8,7Л1Е2Б,Е,16.0,16.0,3.0
435-439_with_tiers.xlsx,кв437,8,7Л1Е2Б,Б,14.0,16.0,7.0
435-439_with_tiers.xlsx,кв437,9,8Л1Е1Б,Л,19.0,20.0,6.0
435-439_with_tiers.xlsx,кв437,9,8Л1Е1Б,Е,16.0,16.0,3.0
435-439_with_tiers.xlsx,кв437,9,8Л1Е1Б,Б,14.0,16.0,7.0
435-439_with_tiers.xlsx,кв437,10,5С5Л,С,18.0,22.0,6.0
435-439_with_tiers.xlsx,кв437,10,5С5Л,Л,18.0,20.0,6.0
435-439_with_tiers.xlsx,кв437,11,6С4Л+Е+К,С,15.0,18.0,7.0
435-439_with_tiers.xlsx,кв437,11,6С4Л+Е+К,Л,16.0,18.0,7.0
435-439_with_tiers.xlsx,кв437,12,5Л2Е3Б+С,Л,17.0,20.0,7.0
435-439_with_tiers.xlsx,кв437,12,5Л2Е3Б+С,Е,14.0,16.0,4.0
435-439_with_tiers.xlsx,кв437,12,5Л2Е3Б+С,Б,15.0,18.0,6.0
435-439_with_tiers.xlsx,кв437,13,8Б2Л,Б,2.0,2.0,9.0
435-439_with_tiers.xlsx,кв437,14,4С4Л2Б,С,14.0,16.0,7.0
435-439_with_tiers.xlsx,кв437,15,6С4Л,С,15.0,20.0,8.0
435-439_with_tiers.xlsx,кв437,15,6С4Л,Л,16.0,18.0,7.0
435-439_with_tiers.xlsx,кв437,16,7Б3Л,Б,2.0,2.0,9.0
435-439_with_tiers.xlsx,кв437,17,6Л3Е1Б,Л,18.0,22.0,7.0
435-439_with_tiers.xlsx,кв437,17,6Л3Е1Б,Е,14.0,14.0,3.0
435-439_with_tiers.xlsx,кв437,17,6Л3Е1Б,Б,13.0,16.0,8.0
435-439_with_tiers.xlsx,кв437,18,7Б3Л,Б,2.0,2.0,9.0
435-439_with_tiers.xlsx,кв437,19,8С2Л,С,15.0,16.0,7.0
435-439_with_tiers.xlsx,кв437,20,8Б2Л,Б,2.0,2.0,9.0
435-439_with_tiers.xlsx,кв437,21,8Б2Л,Б,2.0,2.0,9.0
435-439_with_tiers.xlsx,кв437,22,10Л,Л,17.0,20.0,7.0
435-439_with_tiers.xlsx,кв437,23,8С2Л,С,15.0,16.0,7.0
435-439_with_tiers.xlsx,кв437,24,8Е2Л,Б,2.0,2.0,9.0
435-439_with_tiers.xlsx,кв437,26,6С1Л3Б,С,12.0,12.0,7.0
435-439_with_tiers.xlsx,кв437,27,8Л3Е1Б,Л,15.0,16.0,7.0
435-439_with_tiers.xlsx,кв437,28,8Л1К1Е,Л,22.0,26.0,5.0
435-439_with_tiers.xlsx,кв437,28,8Л1К1Е,К,20.0,28.0,5.0
435-439_with_tiers.xlsx,кв437,28,8Л1К1Е,Е,17.0,18.0,3.0
435-439_with_tiers.xlsx,кв437,29,6С4Л,С,19.0,22.0,5.0
435-439_with_tiers.xlsx,кв437,29,6С4Л,Л,19.0,20.0,6.0
435-439_with_tiers.xlsx,кв437,30,5С3Л2Б+Е,С,18.0,22.0,6.0
435-439_with_tiers.xlsx,кв437,30,5С3Л2Б+Е,Л,18.0,20.0,6.0
435-439_with_tiers.xlsx,кв437,30,5С3Л2Б+Е,Б,17.0,18.0,5.0
435-439_with_tiers.xlsx,кв438,1,7Л3С+Е,Л,20.0,24.0,6.0
435-439_with_tiers.xlsx,кв438,1,7Л3С+Е,С,19.0,26.0,6.0
435-439_with_tiers.xlsx,кв438,2,8Л1Е1Б,Л,14.0,16.0,8.0
435-439_with_tiers.xlsx,кв438,3,6Л3С1Е+Б,Л,20.0,24.0,6.0
435-439_with_tiers.xlsx,кв438,3,6Л3С1Е+Б,С,19.0,26.0,6.0
435-439_with_tiers.xlsx,кв438,3,6Л3С1Е+Б,Е,17.0,18.0,3.0
435-439_with_tiers.xlsx,кв438,4,6Л2С1Е1Б,Л,14.0,16.0,8.0
435-439_with_tiers.xlsx,кв438,7,8Б2Л,Б,2.0,2.0,9.0
435-439_with_tiers.xlsx,кв438,8,5Л2Е3Б,Л,17.0,20.0,7.0
435-439_with_tiers.xlsx,кв438,8,5Л2Е3Б,Е,14.0,16.0,4.0
435-439_with_tiers.xlsx,кв438,8,5Л2Е3Б,Б,15.0,18.0,6.0
435-439_with_tiers.xlsx,кв438,9,5Л5Б,Л,1.0,1.0,10.0
435-439_with_tiers.xlsx,кв438,10,7Б3Л,Б,2.0,2.0,9.0
435-439_with_tiers.xlsx,кв438,12,7Б3Л,Б,2.0,2.0,9.0
435-439_with_tiers.xlsx,кв438,13,8С2Л,С,15.0,16.0,7.0
435-439_with_tiers.xlsx,кв438,14,4Е1Л5Б,Е,14.0,16.0,4.0
435-439_with_tiers.xlsx,кв438,14,4Е1Л5Б,Л,18.0,22.0,7.0
435-439_with_tiers.xlsx,кв438,14,4Е1Л5Б,Б,15.0,16.0,6.0
435-439_with_tiers.xlsx,кв438,15,7С3Л,С,15.0,16.0,7.0
435-439_with_tiers.xlsx,кв439,1,6Л2Е2Б+С,Л,22.0,24.0,5.0
435-439_with_tiers.xlsx,кв439,1,6Л2Е2Б+С,Е,20.0,20.0,2.0
435-439_with_tiers.xlsx,кв439,1,6Л2Е2Б+С,Б,13.0,12.0,6.0
435-439_with_tiers.xlsx,кв439,2,6Л4Б,Л,12.0,10.0,7.0
435-439_with_tiers.xlsx,кв439,3,7Л3Е,Л,7.0,8.0,10.0
435-439_with_tiers.xlsx,кв439,4,8Б2Л,Б,2.0,2.0,9.0
435-439_with_tiers.xlsx,кв439,5,7Л2Е1Б,Л,18.0,24.0,7.0
435-439_with_tiers.xlsx,кв439,5,7Л2Е1Б,Е,16.0,20.0,5.0
435-439_with_tiers.xlsx,кв439,5,7Л2Е1Б,Б,13.0,12.0,6.0
435-439_with_tiers.xlsx,кв439,6,7Л3Е+Б,Л,18.0,24.0,7.0
435-439_with_tiers.xlsx,кв439,6,7Л3Е+Б,Е,16.0,20.0,5.0
435-439_with_tiers.xlsx,кв439,7,7Л2Е1Б,Л,18.0,24.0,7.0
435-439_with_tiers.xlsx,кв439,7,7Л2Е1Б,Е,16.0,20.0,5.0
435-439_with_tiers.xlsx,кв439,7,7Л2Е1Б,Б,13.0,12.0,6.0
435-439_with_tiers.xlsx,кв439,8,7Л2Е1С+Б,Л,7.0,8.0,10.0
435-439_with_tiers.xlsx,кв439,9,7Л3Е,Л,7.0,8.0,10.0
435-439_with_tiers.xlsx,кв439,10,7Л3Е+Б,Л,22.0,24.0,5.0
435-439_with_tiers.xlsx,кв439,10,7Л3Е+Б,Е,18.0,20.0,4.0
472-475_with_tiers.xlsx,кв472,1,4Л3Е3Б+К,Л,18.0,24.0,7.0
472-475_with_tiers.xlsx,кв472,1,4Л3Е3Б+К,Е,16.0,20.0,5.0
472-475_with_tiers.xlsx,кв472,1,4Л3Е3Б+К,Б,15.0,16.0,6.0
472-475_with_tiers.xlsx,кв472,2,6Л1Е3Б+К,Л,21.0,28.0,6.0
472-475_with_tiers.xlsx,кв472,2,6Л1Е3Б+К,Е,18.0,20.0,4.0
472-475_with_tiers.xlsx,кв472,2,6Л1Е3Б+К,Б,15.0,16.0,6.0
472-475_with_tiers.xlsx,кв472,3,4Е2Л4Б,Е,15.0,18.0,5.0
472-475_with_tiers.xlsx,кв472,3,4Е2Л4Б,Л,14.0,20.0,9.0
472-475_with_tiers.xlsx,кв472,3,4Е2Л4Б,Б,14.0,16.0,7.0
472-475_with_tiers.xlsx,кв472,4,4С2Л4Б,Е,15.0,18.0,5.0
472-475_with_tiers.xlsx,кв472,4,4С2Л4Б,Л,15.0,20.0,8.0
472-475_with_tiers.xlsx,кв472,4,4С2Л4Б,Б,14.0,18.0,7.0
472-475_with_tiers.xlsx,кв472,5,5С2Л2Е1Б,С,16.0,18.0,6.0
472-475_with_tiers.xlsx,кв472,5,5С2Л2Е1Б,Л,17.0,18.0,6.0
